date,city,temperature_avg_c,precipitation_mm,wind_speed_kmh,visibility_km,weather_condition,avg_bikes_available,avg_free_slots,occupancy_rate,nb_trajets_estimes,nb_stations_critiques,pm25,pm10,no2,o3,co,pollution_index,score_meteo_favorable_velo,z_precipitation_mm,z_pollution_index,z_nb_trajets_estimes,atypie_score
2026-02-19,Paris,20.483570765056164,2.0472117146208575,9.440599409765397,12.637804369378767,cloudy,364,636,0.6450417310863747,4064,4,24.47574561111433,37.09134907018133,33.67217104448155,53.53855758776568,1.145839698027521,63.63927092382612,86.9470721766549,-0.25530463060414654,0.9161779403124367,1.794836265686159,2.966318836602742
2026-02-20,Paris,19.39520646100069,5.267822091381152,12.652628070325239,13.08512008717193,rain,651,427,0.7437105322324012,2883,5,18.873773366616934,28.91895034060572,28.925279830808375,56.64340724523463,0.9017637500617908,47.27660784940867,78.25985691041102,0.29076439244579544,-0.5459847963558325,-0.059968351364129514,0.8967175401657574
2026-02-21,Paris,15.682911535937688,1.464917088245022,1.9372549365319927,13.900739364793806,cloudy,671,377,0.5059049578503727,3372,11,37.543820654401216,40.36146615926432,37.63571291623577,48.26685457287233,1.492801163519866,81.89470662629653,83.62798756933336,-0.354035312231069,2.5474782796519775,0.7080244155601644,3.609538007443211
2026-02-22,Paris,22.082225404756635,0.3468326487611549,10.459879622393945,9.175392597329417,clear,546,687,0.7113090168469116,4022,9,27.40567523776685,37.64554268468805,35.21154554562503,57.05973516681848,1.2518875514277696,71.1718880331359,86.93381776394307,-0.5436115745327723,1.5892903790842496,1.728873696747876,3.861775650364898
2026-02-23,Paris,25.32824384460777,36.87879479796387,52.797440155188966,3.0,fog,676,467,0.683557474527968,1594,4,13.790348295086135,14.922745106419889,23.455556821448297,58.936587784888964,0.38790806258961,21.372576997807826,39.85030319754731,5.6505474658972705,-2.8607613378305428,-2.0843910028271453,10.595699806554958
2026-02-24,Paris,18.6110958261134,1.3875898954156194,11.996806550405974,11.416612500413446,cloudy,635,689,0.28324735491019293,3822,9,30.76390165300063,37.4533772129857,33.49628595714676,50.406148102276,1.123346797735154,66.07086922974497,85.01812197894705,-0.36714648673024036,1.133464846318525,1.4147662256131954,2.9153775586619606
2026-02-25,Paris,14.991466938853016,9.057825517782119,12.331755980787566,11.988944275359747,rain,446,503,0.6238028271989199,2000,12,17.427793620221415,28.107703513648072,28.053799116581157,49.843494098127536,0.7868762789785291,39.284510511797635,61.817954998222625,0.9333765765661803,-1.2601562525383454,-1.4467528364237439,3.6402856655282694
2026-02-26,Paris,16.852747730840218,3.279532546747701,16.044317975023777,8.080659752240448,cloudy,394,450,0.5780746030729244,2693,3,26.943668989318937,28.083647015083354,27.98573272142354,50.608417746073506,0.9267605525363829,48.79286347226337,74.27094036540764,-0.04635907241448467,-0.41049264199691804,-0.358370448942076,0.8152221633534786
2026-02-27,Paris,11.359069755507846,2.7849616454319093,16.093191580269313,13.763522077897221,cloudy,627,306,0.6064861022708687,2505,9,25.292009394388074,28.28865128715921,30.904657953754725,46.370971028951395,0.9501245085741741,48.467061517924,61.61191980352561,-0.13021580058602922,-0.4396062083523557,-0.6536314718086756,1.2234534807470605
2026-02-28,Paris,12.954573285674462,0.31204715352556517,12.696806145201062,14.11424445243783,cloudy,627,423,0.5540581061033427,3389,2,24.52936869634524,36.23161435842519,33.749064123907424,45.79380112475196,1.1897562186662993,59.83932792090545,73.50023994155337,-0.5495096122267062,0.5766161565694966,0.7347235506066122,1.8608493194028148
2026-03-01,Paris,19.71809144784231,0.22111874405217885,17.910613973565198,13.775496919186715,cloudy,630,688,0.28356471506525205,3633,12,26.903883615738785,33.50665122277616,30.883151057919132,52.659217460943815,1.0742157517285704,58.721880635046944,88.40906715222762,-0.5649269343861675,0.4767613973446404,1.1179346653909223,2.1596229971217302
2026-03-02,Paris,22.47166165054381,4.373843556674537,10.803912383886807,11.38157524829757,clear,304,356,0.6514465089996369,3083,13,26.40422065518748,31.46740626480983,32.973167167285155,57.46658460101865,0.9775517347269274,59.582056759692826,76.17469749143656,0.13918629762330761,0.5536264816349437,0.254139119770551,0.9469518990288022
2026-03-03,Paris,19.65631715701782,5.138880544393246,14.111339393646725,11.179233382627398,rain,358,332,0.4472190703210892,2788,3,23.236963641321037,27.762894575768755,28.147252960496125,55.11497602011748,0.8809365752418599,47.68172815584549,78.45916940851431,0.26890177127860465,-0.5097833654979379,-0.20916940015310276,0.9878545369296454
